komentar,rating
"Kasih bintang 1 dlu krna setiap masuk di game Jaringan parah skli, mohon di perbaiki lagi gamenya,krna pas update season jaringan di game krng stabil pdhl signal bgus ☺️",1
"Game bagus dan banyak Player ramah tamah, kekurangan yaitu ada map yang sepi peminat sehingga mau nunggu 30 menit matchmaking tidak kelar""",4
"Akun udah beberapa x keluar sendiri, Begitu relog dengan gmail/fb malah masuk ke tampilan awal Ini udh ke 3xnya seperti ini, 👍",1
"Gamer rusak, dev di akun saya kaga ke otoritas padahal sering dimainin,masuk ke web nya juga bug dev kaga muncul dev"" Yang udh ke orientasi",5
"Sara untuk dev,tolong berikan outfit yg keren dalam tema berburu harta di gameplaynya seperti dmna kita jelajahi dungeon dan dapat item untuk di bawa ke lobby",5
"Download ulang berkali-kali. Pubg minta izin storage sementara izin storage gak ada di hp ku. Sebelumya gak ada kayak gini, gak jelas banget",1
"Aku main beberapa bulan biasa aj tapi pas hampir satu tahun. Kok ada kendala "" Gitu. Dan tadi siang aku buka udah gak bisa login. Macet di loading",2
"Permainan sangan bagus, tapi kadang kadang ad bug, tolong di perbaiki lagi bug nya biar pengalaman bermain jauh lebih baik",5
Game nya sebenernya seru cuma buat bundle nya harga nya mahal bgt Plis buat harga bundle di bikin lebih murah lah👉👌,3
"Kenapa saat pas mau main selalu keluar sendiri katanya server error lah server gagal la, padahal jaringan kencang",2
Setelah update season 19 cycle 7 saya mendapati game sebagus ini rusak dengan alasan SERVER EROR...membuat game sebagus ini terlihat sangat jelek. Kedepan nya saya memprediksi ada event seru di game ini tapi peminat kurang karena device harus bagus dan belum lagi masalah Server Eror padahal sinyal sangat bagus.,1
Tolong dong buat tencen buat hp hp kentang inih biar gak ngelek ngelek dong saya main sudah dari awal season sekarang makin kesinih makin berat ngelek dan bayak bug,1
Saya beri 1 bintang dulu maaf gak tau kenapa update ini sama event semakin berat dan frame drop juga saya juga pingin main tapi terhalang dengan device hp apa boleh buat juga saya jadi sering afk semoga update ke depan lebih bagus dan tidak frame drop,1
"Apa apaan coba server terputus pas lg main betulin dulu tu server asia, kaga bakal gua ganti nih bintang klo server masih gitu aja capek gua maen bukannya bikin orang kaga boring malah bikin pusing🤬",1
"kalau setiap login jangan selalu dipersulit syarat ini lah syarat itulah,begitu login masukkan akun udah siap ga perlu drama drama lagi",1
"Mantap min, cuma nge frame kalo mau ada musuh sama turun event lagi lautan. Maklum hp kentang 🤣",5
"super lag, banyak bug, banyak user config, sinyal stay 100ms, padahal wifi kenceng bahkan buat download ghensin cuman 30 mnit all data completed, tpi ini gabisa gerak, kadang teleport sendiri, gamau reload, gabisa nembak dll, broken game",1
"Mohon admin bug saat game di perbaiki Krena ada pemain yang memanfaatkan bug sampe akhir zona sehingga kami merasa dirugikan karena kalah zona.. dan tolong donk reward di RP di up lebih bagus. Sekarang sudh oke tetapi upgrade senjata dan pakaian sesekali up ke premium/ gold/glitzz sehingga tidak membosankan open RP apalagi pas moment anniversary kyak gitu"" aja . Saya applouse untuk yg sekrg dan next mohon ditingkatkan.. dan soal bug itu tidak bisa dilaporkan disaat akhir game masalah kecurangan.",5
"Game nya sangat lah bagus trus seru, pokok nya stiap hari PGN nya main game PUBG trus, tp salah nya pas lgi enak"" nya main tiba"" kembali sendiri trus agak lelet, tolong lah di teliti biar lebih bagus lgi semoga cepat di perbaiki lbih bgus lagi.",5
"Bagus Sangat!Tapi Saat Kita Keluar Apk Sebentar dan memasuki lagi,Game nya harus login lagi",5
Kok pubg mobile makin lama kayak makin berat ya padahal awalnya dan dulu ringan ringan aja ini untuk developer tolong lah tambahkan grafik super mulus di hp low end atau hp kentang dan grafik super mulus nya di buat seperti grafik pubg lite dan di optimalkan lagi agar tidak terlalu lag di hp kentang di spek Helio G35 ku tunggu di update 3.5 nanti 😁,1
"Kali ini bener"" dibuatnya kecewa sama game pubg mobile penyimpanan gede tapi tetep ngeframe apa lagi kalo ada musuh ga bisa ngapain"" kan jadi aneh nii game tolong diperbaiki gameplaynya jangan dibuat hp orang"" jadi rusak karena ulah gamenya",3
"Setelah baca beberapa komen ternyata apa yang aku rasakan hampir sama dengan kebanyakan. Baru akan mulai bar bar, layar kanan yang buat gerak gak bisa diapa apain. Struk, mati sebelah, parahhhh.... UPDATE apaan sih, bikin erosi...",2
"updatenya makin ga optimal, sering frame drop dan bug bahkan hp dengan spek tinggi aja juga berasa berat. developer terkesan terlalu fokus ke pengembangan skin dan mengenyampingkan pengalaman bermain player. dan untuk update event juga terkesan kurang bahkan hampir keluar dari konteks BR yang benar benar game berperang. jika terus begini, PUBG Mobile tidak akan dapat bertahan lama karena akan kehilangan banyak player yang merasakan hal yang sama. mohon jadikan ini evaluasi.",1
"Saran aja nih, Coba lbh perhatikan ke nyamanan player seperti masih banyakny perangkat yang blm support 60-90 fps walau device memadai buat game berat lain saya pribadi user Samsung A52 pribadi msh terhambat di mentok ultra. Semoga kedepan update nya lebih ke arah kenyamanan pemain ketimbang perbanyak event tapi makin banyak bot yang di temui di dalam game karna minim nya player yang main, Semoga di tanggapi 😇🤝.",3
"Gameplay semakin mengecewakan, saya sudah melaporkan permasalahan kepada Level infinite namun permasalahan tersebut tidak kunjung diperbaiki. Permasalahan utama yaitu aplikasi tidak menanggapi setelah menyelesaikan pertempuran. Padahal spesifikasi Handphone yang saya gunakan sangat mendukung untuk permainan, bukan hanya saya tetapi beberapa player lainnya juga merasakan permasalahan yang sama, Kami menunggu perbaikan Terimakasih.",1
"Gamenya udah mulai terasa sepi player, main mode rank klasik biasa matchnya nunggu 10 menit juga ga ketemu, main di event ga berminat. Event kendaraan terbang kalo bisa dikurangin kalo gabisa dihilangin. Taik",1
"Kali ini saya kasih bintang 3 dlu,sebab masih banyak bug.Pertama Sering download secara otomatis padahal saya sudah tag ke wifi supaya tidak download di bagian data seluler.2 frame drop parah buat sekelas hp RAM 3/32 dh frame drop.3 Tidak Ramah Dalam bermain sering terjadi Lag terus menerus Fps Naik Turun.Benerin dlu lah klo update please jangan mengecewakan.Update game itu setidaknya memperbaiki bukan tambah jadi masalah seperti apa yang saya ucapkan.Tolong Harap Dengar Keluhan Saya",3
"Masih ada bug yang dari dulu mengganggu,dari segi respon time pengguna android dan IOS sedikit berbeda,walaupun cuma 0,01 detik tapi itu berharga. Masalah ini terjadi saat CC (Close Combat) biasanya IOS akan lebih dulu menembak dibanding android walaupun di ponsel menembak secara bersamaan",5
"BUSUK. updatean busuk, kita main biar ringan skala animasi saja kita kali kecil. di game malah dia buat animasi gak jelas. update yg terdahulu hapus. rumah hapus gak jelas.",1
"Mohon, untuk matching mode solo nya jangan terlalu lama karena saya sering menunggu sampai 3 menit lebih, dan untuk ping nya jg mohon di perbaiki karena sinyal saya baik² aja tapi di in game suka naik ke 100ms lebih bahkan sampai 300ms lebih, Terima kasih pubg mobile.",1
Game nya sangat bagus tpi syang bug nya lagi kurangin setiap ada event pasti bug nya selalu ada Karna aku pencinta pubg aku kasi bintang 5 semoga ke depannya lebih di perbaiki lagi🫰dan tolong dong ada view ipadnya min..,5
Makin lama makin ga jelas event nya. Susah banget adaptasi sama even 3.3 ini. Signal nya juga kadang naik turun padahal wi fi di rumah udah 100mbps tapi buat main pubg nge lag gimana sih ini krafton... Lebih baik TENCENT!!!,1
Halo developer ini game ok-ok ajak cuma temen saya menemukan orang memakai cheat di pubg metro royal dan dia belum ke ban dan satu lagi ada player satu squad sama kami dia menggunakan cheat tapi GPP intinya mereka gk ketemu lagi di metro royal saya cuma mau omong lebih semangat membikin event² yg menarik terimakasih untuk developer infinity atau Tencent,4
"Tolong di perbaiki masalah tombol jongkok dan tombol ngepron, tombol jongkok di tekan sekali karakter jongkok tiba² berdiri sendiri dengan cepat, Ini bukan goucts touch, udah ku coba di pubg cina tidak ada masalah di tombal, Dan satu lagi ping 30 ms tapi terasa 300 ms, padahal sudah ku perbaiki di pengaturan pubg nya, di perbaikan Rutin itu...",5
"Woy pubg.. Semakin lama semakin gede aja smpe 4 gb lebih gtu.. Ga nyadar apa udh bnyk player yg pensiun gara² pubg semakin gila.. Saking gedenya Main ngelag trs.. Wajar aja bnyk yg pindah haluan ke ff, setiap main sebelum naik pesawat ping normal 20 tp begitu dipesawat ping jd 660 jd setiap main sya selalu umpan balik mlh smbil di mode pesawat.. Tlg segera di perbaiki agar kmi bs bermain lbh nyaman tanpa ada gangguan n mslh",1
Di update ke versi yg baru kok malah sering Nge frame. Terus error' mikrofon nya gak bisa nyala. Padahal sudah di buka mikrofon nya. Terus loading nya makin kelamaan kadang keluar sendiri,1
"halo saya suka sekali bermain pubgm bisakah, aplikasinya tidak terlalu berat. sejak event baru ini saya sering sekali nglag😭.",4
"Fitur Terima Undangan Team-Up offline dihilangkan atau kelupaan, itu adalah fitur terbaik buat team saya, sayang sekali di-update 3.5 malah dihilangkan kecewa saya",3
"setelah update terhakir hp saya jadi gak kuat biasa saya makai kentang oppo A5S tapi sekarang dah gak mampu buat main di pubg...kecewa saya, mending gak usah main pubg",1
"Kenapa ni setiap kali bermain di event amn"" Aj, tapi ketika di Ras tiba"" Keluar sendiri dari game, bikin tidak enak main aj, padahal dlu"" Bgs selama update trs ni jdi tambah byk bug yg sangat merugikan player, mohon di tindak lanjutin cepat. Makasih",1
"Main dari season 17 sampai sekarang tapi teman teman gua pada pensi,dari game nya si bagus cuma banyak bot nya kadang main teman baru main musuh ace concu",5
"Update Mulu, baru di update, besok pas mau masuk update ladi, trus pemaksaan lagi ga bisa di tolak sudah 4 hari di suruh update trus setiap mau login..",1
Terima kasih saran sebelum nya sudah terealisasi saran lagi mind Diperbaiki lagi saat ketemu player dengan HP speak tinggi terjadi delay. Pubg sukses terus,5
parah banget Tencent akun gw gabisa reset padahal no hp gmail nya tau sandi juga tau krna otoritas harus login lewat no hp jdi ga bisa login lewat gmail pdhl itu nomor udh nonaktif jadi ga bisa nerima verifikasi dan udh diajukan banding tetap aja ga bisa pesan nya mohon maaf akun anda tidak dpt direset pdhl akun itu main dri season 2,3
Saran untuk developer Kalau sekiranya data/obb nya sudah ke download jangan di suruh download lagi 900 mb cukup pembaharuan event nya aja kalau gini kan sama aja ngulang dari awal+ ngatur sensitivitas lagi,1
"game semakin update semakin aneh, pesawat tempur yg di pakai menembak musuh kenapa tembakan mengenai body pesawat kita sendiri, gak logis, kadang tombol untuk menembak tdk berfungsi",1
Game nya bagus cuma trlalu berat untuk hp chipset nya rendah. Tolong ini game bagus kalau chipset nya rendah pasti banyak player player PUBG yang hp nya gak kuat itu seneng,5
Saya udah lama main tapi semenjak Tencent diganti dengan krafton gak pernah dapat skin bagus lagi tapi gak papah makin lama event baru nya mantap ...,5
"Terlalu berlebihan ketika update gamenya. Iya kalo banyak paketannya enak gak mikir duakali, kalo paket kritis masih kepikiran lebih baik di uninstall",1
"Masih ada bug nya, suara tiba tiba ilang pas mau menang. Entah itu apa penyebabnya tiba tiba setelah turun dari motor suaranya langsung ilang",3
"Pubg game banyak bug nya,saya turun kan bitang nya,sering updated tapi bug nya gak hilang""",1
Sebenernya gamenya bagus. Akan tetapi masih ada hal-hal yang harus diperbaiki. Karena saya masih sering mengalami bug. Sekian. Terimakasih🙏,4
Di event atau di klasik tolong lah palyernya di sesuaikan menurut Kd /Rank. Kadang maen di ace masih banyak pemain baru / banyak bot. Jadi jenuh,5
Knp ya padahal suhunya baik internal baik jaringan baik kok ngelag ngak lama sih lag nya bentar lagi ilang tpi bentar lagi balik lagi....tolong perbaiki pdhl dulu pas waktu even ocean place lancar lancar aja...sekarang kok gini!!,1
"Woi, kenapa kalau jaringan hilang,tidak bisa menghubungkan ulang,gua Uda beberapa kali kek gini, misal wifi gua trouble terus ganti ke data seluler,nah pas ketik oke ,malah loby gak jelas ngntd",1
"Makin lama makin gak jelas eventnya. Kalau gak sanggup buat event mending dihilangin aja, capek update gak guna.",1
"Kenapa g bisa login lewat fb, guest, twiter,imai,l google play, rencana mau main pubg lgi malah g bisa login semua buat akun baru juga g bisa tolong di perbaiki segera mungkin",1
"tolongl PUBG,sy mau main SOLO di map yg lain ko ga bisa ,bisanya cuma di eregel? sama livik ? Yg lain ga bisa eregel terus ya bosan terimakasih 🙏",5
"Jelek sekali event ini karena banyak player yang membuang player lainnya keluar zona event, jadi bnyak berkurang point nya dan hal yang tidak menyenangkan",2
Kenapa yang anggota pubg mobile saya tadi main kok keluar pas login lagi pubgnya minta donlod lagi padalan saya ngabdet dari play store kok bisa ya tolong dong di perbaikin gamenya biar saya bisa main lagi,1
"Sudah bagus game PUBG ini tapi ada player musuh yang tiba-tiba muncul tanpa ada tanda-tanda atau suara langkahnya tolong diperbaiki,thanks for now i love this game💥😎🫰👍",5
"Penilaian gw sebelumnya, gw refisi. Karena pubg yang sekarang jauh lebih keren dari sebelumnya. Walaupun terjadi beberapa bug. Tapi sejauh ini, okeylah",4
Benahi dulu jaringan dan koneksi sering hilang hilang. Banyak player yg malas main pubg karena koneksi susah normal.😡,1
stelah saya bermain seperti nya map nya terlalu besar dan musuh nya terlalu sedikit tolong map nya di perkecil atau musuh nya di perbanyak,5
"Yang gak bagus cuma koneksinya, sudah berulang kali dirugikan oleh koneksi jaringan.🤬🤬🤬 Bikin malas dan emosi.",1
game ini sudah memberikan banyak kenangan manis. apalagi ketika zaman colab dengan Alan walker. please PUBG balikin lagi dong lagu on my way,5
Mohon maff saya beri bintang 3 saya minta tolong ke pada seluruh pubg mobile tolong di perbaikilah kaki karakter nya sering melayang terus kaki nya tolong pubg mobile di perbaiki🥲🙏,3
"Pembangunan rumah yang belum terpasang menghilang, belinya mahal pula. Nembakin musuh kena banyak, malah mati kena shotgun",1
"Saya main sama teman saya di erangel (rank sama"" ace), saya mvp poin rank hanya nambah 27. Sedangkan teman saya poin rank nya nambah 60. Mohon di tindak lanjuti ya🙏",1
"Buat pemilik game PUBGM kalo semisalkan gak bisa ngatasi masalah bug mending hapus aja apk gamenya, jangan cuma update aja yg di besarin tapi bug nya nggak di perhatiin",1
"Hallo developer maaf saya kasih bintang 1 karena kadang-kadang akun keluar sendiri di log in ulang verifikasi selalu gagal,, padahal semua verifikasi selalu tepat posisinya dari yang puzzle sampai ke gambar gedung. Andaikan bisa saya memberikan bukti rekaman layarnya saya cantumkan di sini.",1
"Tolong di perbaikin lagi gamenya, sinyal saya bagus tapi kenapa pas di in game ping nya naik terus,suka ngelag ngk jelas",1
Aku saya di blokir lagi enak enaknya main kenapa? Saya tidak cit. Saya baru updet baru main 1 match kena blokir masalahnya dimana bos,1
Bagus.tapi tolong tambahin senjata AK12 soalnya AK cuman 1 disini.perbandingan M416 dengan AK12.AK12 memiliki jarak efektif lebih jauh daripada m416.perbandingan rate of fire AK12 memiliki 700rpm sedangkan m416 memiliki 800rpm.untuk recoil AK12 unggul di vertical recoil.AK12 nya jangan prototype tampilannya.ambil tampilannya dari AK12 gen 1 atau AK12 gen 2,4
Game nya bagus lebih bagus lagi kalo ada vitur bagi data game buat para pemain biar ada banyak orang yang bisa ikutan main tanpa mengurangi paket data,5
Login ke akun aja banyak syarat coba udah sandinya benar udah jangan lagi untuk verifikasi segala udah betul verifikasi nya malah gagal masuk,1
"Game ini sangat bagus, tolong jangan banyak peta2 konyol yang tidak masuk akal, buat peta yang biasa saja yang masuk akal seperti perang sesungguh nya",5
minta nya mau pake jaringan apa nya kau pubg mobile woi level infinity...pake WIFI udah pake data internet sudah tapi susah kali mau upgrade.lama lama ku hapus pula game pubg mobile taik ini..bah,5
"Ini size makin bengkak aja min Event banyak rate kecil dan semua trial, pesaing battleroyale terus bermunculan, pesan terakhir buat player nyaman dengan event hadiah permanen bukan trial ,rate di naikin utk box gacha , Andalan kalian hanya RP aja",3
Aku saranin gem ini bagus sekali ega ada obat sihh mantap ini gem ega ada bosen sampe hp ku batrai habis main sambil di cas tolong jangan di persulit player yang hp ram 6 ya bosku,5
Terjadi masalah saat starting.. di tunggu berjam jam tapi tidak bisa login.. Terima kasih developer atas responnya..,5
"Makin hari makin jelek gamenya,baru 2 dua hari lalau di perbaharui, minta di perbaharui lagi..pokoknya sudah tidak kaya dulu lagi gamenya.",2
"Saya kasih bintang 3 dari season 3 sudah main pubg, sempat berhenti karena masalah device, sekarang udah pake ram tinggi juga di tier tinggi langsung lag frame parah, kadang baru turun gak berbentuk, belum APA2 sudah mati duluan ini buat malas main jadinya.. Belum lagi orang ngechit masih banyak, bahkan diperjual belikan itu chit.. parah jadinya bikin malas untuk main..",3
"PUBG bugnya mulai banyak banget, dimulai dari stuck di loading saat memasuki pertandingan, saya sudah mengecek jaringan dan mencoba hal serupa di game lain dan itu berjalan normal, tidak stuck di loading seperti di PUBG. Hal ini membuat saya sebagai pemain sangat resah dan bete.",2
"Masalah login ga jelas. Mau login via FB malah di arahin ke browser, pas dimasukin kata sandi malah disuruh main FB lawak.",1
"PUBG bego, jaringan bagus malah dalam game hancur ping naik turun . Gak ada perbaikan sama sekali.. hapus semua tuh event event bego",1
"Sebenarnya anda bisa buat game ga sih, ini game sampah.banyak sekali bugnya sepertinya yang buat game ini amatir.",1
"Yg penting gak ngelag, kalo pas rame perang kadang ngelag, padahal ping 20ms. Settingan smooth ultra pake hp POCO M5",5
Kembalikan pubg kami seperti dulu awal mula seperti dulu.... Tiap pembaharuan malah makin bikin lemot meski device udah kelas high end...,1
"Saran Fitur, Tolong Tambah Fitur Replay kill Setelah match selesai dong, banyak momen keren yg gak sempat direkam jadi tolong buatkan fiturnya biar kita tinggal Share momen epik tadi, game MOBA banyak loh yg pakai fitur ini masa PUBG gak ada?",5
"saya sangat berharap sekali kepada developer pubg yang sekarang, semoga keluarin skin mobil koenigsegg one dan koenigsegg regera... soalnya kedua mobil itu sangat bagus desain nya",5
Tolong dong perbaiki sistem nya hp kami suport 90fps tapi cuma mentok di 40 fps kalo mau gane nya rame tolong di perbaiki,2
Permainan menarik tapi sering bug dan tolong tambah keamanan ban nya karena masih banyak pemain curang yg di lapor kan tidak ada respon dari pihak admin,4
Sya kasih bintang dua lah.. Pabji sekarang makin banyak bug nya..trakhir mati bukan karna perang .tlong di perbaiki lagi lh min..,2
Maaf kak saya mau tanya kenapa setiap saya rekam layar sambil voicenote gak ada suaranya ya yang ada suara tembakan nya aja tapi suara obrolanya gak ada tolong min,5
PUBG MOBILE tidak bisa masuk tolong developer mohon bantuan 3 aplikasi saya hapus 4 kali saya istal masih saja inggak bisa tidak bisa masuk di jaringan data selule,5
"Saya Udah Pree Order,,Di Update Malah Ga Bisa Login,,,Gmn Sih Solusinya Ini Game,, Jangan Mentingin Jual Skin,,Paling Utama Kenyamanan Player,,Biar Pada Betah Maen Game Ini,,,Biar Ga Banyak Player Pensi",1
"Setelah update akun saya malah kena banned, Padahal ga ngelakuin pelanggaran, tidak memakai mod juga Heran sama krifton!! Saya download pake kuota malah kaya gini dari develofer nya!!!",1
makin lama makin buruk. pembaruan terus tapi bug juga malah banyak. pembaruan di playstore di dalam game juga pembaruan lagi. trus buat apa pembaruan di playstore,1
"Updete terus gedek,in lagi..hp ram 8/256 berasa gk ada hargadirinya lag parah. Emang gk cocok ni game buat android.",2
Tolong bug nya di perbaiki jaringan udah bagus 30_40 ms Tapi masi mengalami leg dan ngeframe,5
"lama gak main, giliran mau main lagi akun di hack sama orang rusia. udah minta udah kirim permintaan ""bantuan untuk balikin akun"", udah kirim semua bukti bukti kalau itu akun saya yg di hack. tapi di sia sia karena ganti di anggap bukan akun saya. gak jelas !! sia sia main dari season 2, udah top up banyak tapi hilang gitu aja🥱",1
"tolonglah di perbaiki bug granat yang gak bisa di buang, sudah sangat sering saya mengalami masalah ini, dan saya sangat tergangu dengan bug ini",3
"Jaringan selalu tidak ada,padal pake buka yang lain lancar,bikin males main pubg,lebih nyaman pas di pegang tencent",1
"sudah saatnya pindah ke game lain. thanks pubg karna orang iseng yg nyoba"" claim report akhirnya akunku hilang, dan ku coba buat report ulang malah ga di setujui padahal bukti"" banyak dan jelas",1
saya tambah dua bintang semoga kedepan bisa benar benar lancar untuk di mainkan.. untuk masukan semoga bisa lebih tepat menyesuaikan lawan main.. agar pemain pemula tidak bosan bila main dengan yg sepadan,3
"Dear developer,,semenjak krafton megang kendali game ini tidak seru lagi karna banyak bot di map classic di tambah map event gk ada habis nya. Plus kembali kan atmosfer game ini seperti waktu TENCENT megang game ini.tiadakan map event",1
"update terbaru bug terus!!! makin berat !! pelit pula,bagus tencent yang pegang kendali",1
"Game nya bagus sayangnya fitur download ga berfungsi dengan baik, Slalu download otomatis sendiri, padahal udah di matiin, Habis selesai match download sendiri lagi di matiin lagi download sendiri lagi, percuma ad fitur tapi ga berguna, Dan untuk sinyal slalu sering ga stabil pdhl sinyal lancar2 aj",3
"aku player lama yang bermain pubg dari season 1 tapi sempat rehat 3 tahun dan main lagi sekarang, aku mau kasih masukan untuk developer nya, tolong tambahin fitur copy control yang bisa di paste di control 1,2 dan 3, saya player lama dan sempat ikut kompetitif dan setelah saya comeback main pubg lagi saya ingin memindahkan layout saya dari control 1 ke control 3 tapi tidak bisa secara langsung paste ke control 3 saya harus ubah manual, tolong tambahkan fitur copy & paste ke semua control yg ada",5
Sadis kerennya .. Gak Ada Duanya!! Berat banget kalo kebanyakan Lawan Bersenjata menggunakan hal-dibalik layar .. Segitu .. Sebagaimana kesanggupan bermainnya dengan console yg praktis . Efisien . Mudah dipahami . Dijangkau oleh beberapa Jari . Termasuk Situasi Perangkat yang beberapa harus dijauhkan untuk sebuah Game Besar atau pun Game Kecil ataupun Setaranya dengan keterhatian tersebut sebuah nuansa yang ditampilkan pun terasa Menarik dan Menegangkan yang berasa dari pengguna berada Etc..,5
"Setelah update aplikasi g bisa di buka,, cuma muncul tulisan starting & obb service is runing",1
"Mohon diperbaiki disaat login, kenapa pake akun google yg sudah ditautkan tidak bisa, pengiriman verifikasi codenya lama dan ketika verifikasi codenya dimasukin tidak bisa, mohon diperbaiki permasalahan login, terlalu banyak captha, merepotkan, ini game bagus tp permasalahan loginnya mengecewakan",2
Alasan saya kasih bintang 5 krna saya termasuk pecinta pubg mobile . Sisanya ada kecewa sedikit soal frame drop event atau bug yang banyak tipe nya . Semoga bisa di perbaiki lagi agar user pubg makin ramai dan nyaman,5
"Setelah Update terbaru sangat Mengganggu Sekali, Terutama ketika Zona Akhir FPS Drop parah. Masih banyak Bug lainya seperti saat main Loading berhenti di 65% dan poin tetap dihitung to Soon, dan membuat Ranking turun",3
"Buat Yg ngelag / ng'frame"".. cek sinyal mu, berhenti paksa sosmed"" / WA pas mau main, kl masih patah"", ganti HP mu 😅..",5
Game ini sangat bagus sya dari game ini rilis saya udh main game ini tapi kalo boleh kasih dong skin ak47 glacier biar makin banyak yang maij game ini terimakasjih sudah menemani masa pandemi,5
"Sering terjadi lag, ngeframe jika ada musuh, bahkan sampai suara ceket seperti kaset rusak. Device realme narzo 50A. Segera perbaiki, kalau enggak balikin PUBG versi dulu seperti season awal 1 - 5 Jika tidak ada respon dan tidak menerima kritik dari pemain raya report game ini, terimakasih.",1
"Game burik kuota banyak penyimpanan juga kosong, lagi main tau tau keluar . mana sisa tiga orang PERBAIKI NI GAME JANGAN DUIT AJA DI PENTINGIN IDIOT",2
"Developer tolong dong di optimalkan gem nya soal nya setia saya turun di livik kan banyak musuh sering terjadi freme drop tlong yah di optimalkan gem nya agar lancar. Main tida ada leg freme gituh soal nya ga enak buat para player pubg mobile , dan 1 lagih tolong dong penyimpanan nya di kurangi kasian buat player lain yg mempunyai spesifikasi 3/4GB an tolong yah",3
seru mainnya tapi skrg agak aneh pas mulai pertempuran tiba2 dibilangin server eror pas login lagi eeh udah gak bisa masuk ke macthnya.. padahal jaringan ok.. tolong diperbaiki sistemnya,1
"Kangen sama masa 2020 yang dimana bangun pagi ngumpul ama temen trus main pubg, jadi pengen balik ke masa itu. Masa masa yang indah karna selalu bisa ngumpul ama temen dan mabar bareng, sekarang mau main pubg udah ngga ada temen kenapa turun peminat nggak kaya dulu lagi sekarang math making aja agak lama gegara yang main berkurang",5
"Game ini bagus ...tapi yang bikin gak suka , bentar bentar Upgrade perbarui terus ,kalau semua orang pake WiFi itu aman aman aja , tapi gak semua orang pake WiFi ada yang mengunakan data .. PUBG sekarang gak bisa bikin nyaman Player.",3
Update nya kok kek gtu arghh...gka kek ml klo update paling update tambhan 100-300mb Ini kok pubg malah update kayak baru dwnload PUBG ny hduhhh...tlong min di perbaiki,2
"skin dikeluarin terus tapi keluhan player tidak kunjung diperbaiki, fitur full replay juga tidak ada, alasannya demi pengalaman bermain player HEY ini game sudah emang dasarnya besar jadi kalau buat alasan itu yang jelas, apanya yang moment sorotan, tidak bisa bedakan momen kah sampai nembak BOT yang dimunculkan tapi momen berhadapan dengan player asli tidak dimunculkan..tolol",1
"Kesel bet gw sama event sekarang yang vampir&serigala kenapa pas musuh tinggal sedikit selalu saja nge frame parah sampai berapa kali saya mati gara gara frame drop parah jangankan nembak , gerak aja susah. Perbaiki dulu bug frame drop ini baru saya kasih full bintang",1
"Sepertinya saya memberikan bintang 1 sangat layak untuk developer game ini. Dikarenakan saya mengalami pengalaman bermain yg tidak menyenangkan saya selalu mengalami game yg tiba-tiba ngefreeze dalam game. Pertama-tama saya mengira perangkat HP saya tidak mumpuni, ketika saya mencari informasi di Internet sebagian Player juga mengalami hal yang sama ""BUG"" ngefreeze in game. JADI SAYA MOHON UNTUK SEGERA DIPERBAIKI HAL SEPERTI INI AGAR PLAYER DAPAT MERASAKAN SENSASI BERMAINNYA!!!!",1
"Mungkin karena event yg bikin pubg sekarang mulai ngga se asik dulu, pilihan map udh banyak masih aja ada event yg bikin pubg mobile ngga se natural diawal. Ayolah update besar sisain map erangel, aja atau tambah miramar, sanhok dan vikendi aja ngga usah ada map lain apalagi livik. Biar device yg low end dan punya storage minim masih bisa main dengan enak. Gw jamin player pensi pada balik lagi.",3
Hitbox nya ngebug pas nembak barengan sama musuh bukannya knock dua²nya malah kita sendiri yang knock pilih kasih amat punya hitbox terus event 3.4 delay pas berubah dari serigala ke normal 3 detik dan jadi kelelawar juga sama minimal benerin la,1
"Udah dimasukin auto mode kok masih singgle Wi-Fi, internet kencang 50 mbps kok masih gam mau ganti, mati dah",2
Bug ambil otomatis semua magazine melebihi kapasitas seharusnya maximal ambil magazine 180 ternyata bisa ambil sampai 240,4
"Babikkk. Setiap selesai update pasti selalu download resource grafis lagi,, Tiap bulan pasti kek gituu,,. Yg bener aja, Rugi dong,.fakkkkk",1
"Saya uninstall ini game,akun saya di hack,tapi mau pemulihan akun gak bisa,masa dari pihak developer tidak bisa mengetahui hp apa yg sering di gunakan di akun tersebut,percuma ajuain pertanyaan banyak² tapi sama aja tetap di tolak,udah ngeluarin banyak uang buat gacha semua nya,tapi developer nya gak baguss,dalam menindaklanjuti masalah,Bye",5
"buat tim pubg mobile tolong ini bug atau gimana sih di lategame ngeframe banget ampe ngefreezee, padahal di event 40 orang lancar, kenpa pas lategame sisa 15-20 orang ngeframe banget, pengalaman bermain jadi tidak enak, dan lebih berenti main, bukan cuman saya yang ngalamin, banyak streamer/konten creator pubgm ngeluh soal ini, jadi semoga bisa secepatnya di fix yah PUBG MOBILE, semoga bisa di fix itu aja makasih",1
"Game semakin lama semakin berat di karenakan event skin ga jelas,game perang kok costum nya aneh²,seperti tema kerajaan,buat aja sekalian ini jadi game mobile legend,lama² seperti apa ini game,tolong lah developer buat PUBG M seperti awal season dulu,tidak semua orang juga mampu beli skin yg kalian buat itu... Permainan nya juga, jangan player yg baru naik diamond di buat bertemu dgn player ace/crown,tidak menyenangkan bermain game 2 menit sudah balik loby...",2
