komentar,sentiment
"Setelah baca beberapa komen ternyata apa yang aku rasakan hampir sama dengan kebanyakan. Baru akan mulai bar bar, layar kanan yang buat gerak gak bisa diapa apain. Struk, mati sebelah, parahhhh.... UPDATE apaan sih, bikin erosi...",negative
"updatenya makin ga optimal, sering frame drop dan bug bahkan hp dengan spek tinggi aja juga berasa berat. developer terkesan terlalu fokus ke pengembangan skin dan mengenyampingkan pengalaman bermain player. dan untuk update event juga terkesan kurang bahkan hampir keluar dari konteks BR yang benar benar game berperang. jika terus begini, PUBG Mobile tidak akan dapat bertahan lama karena akan kehilangan banyak player yang merasakan hal yang sama. mohon jadikan ini evaluasi.",negative
"Saran aja nih, Coba lbh perhatikan ke nyamanan player seperti masih banyakny perangkat yang blm support 60-90 fps walau device memadai buat game berat lain saya pribadi user Samsung A52 pribadi msh terhambat di mentok ultra. Semoga kedepan update nya lebih ke arah kenyamanan pemain ketimbang perbanyak event tapi makin banyak bot yang di temui di dalam game karna minim nya player yang main, Semoga di tanggapi 😇🤝.",neutral
"Gameplay semakin mengecewakan, saya sudah melaporkan permasalahan kepada Level infinite namun permasalahan tersebut tidak kunjung diperbaiki. Permasalahan utama yaitu aplikasi tidak menanggapi setelah menyelesaikan pertempuran. Padahal spesifikasi Handphone yang saya gunakan sangat mendukung untuk permainan, bukan hanya saya tetapi beberapa player lainnya juga merasakan permasalahan yang sama, Kami menunggu perbaikan Terimakasih.",negative
"Gamenya udah mulai terasa sepi player, main mode rank klasik biasa matchnya nunggu 10 menit juga ga ketemu, main di event ga berminat. Event kendaraan terbang kalo bisa dikurangin kalo gabisa dihilangin. Taik",negative
"Kali ini saya kasih bintang 3 dlu,sebab masih banyak bug.Pertama Sering download secara otomatis padahal saya sudah tag ke wifi supaya tidak download di bagian data seluler.2 frame drop parah buat sekelas hp RAM 3/32 dh frame drop.3 Tidak Ramah Dalam bermain sering terjadi Lag terus menerus Fps Naik Turun.Benerin dlu lah klo update please jangan mengecewakan.Update game itu setidaknya memperbaiki bukan tambah jadi masalah seperti apa yang saya ucapkan.Tolong Harap Dengar Keluhan Saya",neutral
"Masih ada bug yang dari dulu mengganggu,dari segi respon time pengguna android dan IOS sedikit berbeda,walaupun cuma 0,01 detik tapi itu berharga. Masalah ini terjadi saat CC (Close Combat) biasanya IOS akan lebih dulu menembak dibanding android walaupun di ponsel menembak secara bersamaan",positive
"BUSUK. updatean busuk, kita main biar ringan skala animasi saja kita kali kecil. di game malah dia buat animasi gak jelas. update yg terdahulu hapus. rumah hapus gak jelas.",negative
"Mohon, untuk matching mode solo nya jangan terlalu lama karena saya sering menunggu sampai 3 menit lebih, dan untuk ping nya jg mohon di perbaiki karena sinyal saya baik² aja tapi di in game suka naik ke 100ms lebih bahkan sampai 300ms lebih, Terima kasih pubg mobile.",negative
Game nya sangat bagus tpi syang bug nya lagi kurangin setiap ada event pasti bug nya selalu ada Karna aku pencinta pubg aku kasi bintang 5 semoga ke depannya lebih di perbaiki lagi🫰dan tolong dong ada view ipadnya min..,positive
Makin lama makin ga jelas event nya. Susah banget adaptasi sama even 3.3 ini. Signal nya juga kadang naik turun padahal wi fi di rumah udah 100mbps tapi buat main pubg nge lag gimana sih ini krafton... Lebih baik TENCENT!!!,negative
Halo developer ini game ok-ok ajak cuma temen saya menemukan orang memakai cheat di pubg metro royal dan dia belum ke ban dan satu lagi ada player satu squad sama kami dia menggunakan cheat tapi GPP intinya mereka gk ketemu lagi di metro royal saya cuma mau omong lebih semangat membikin event² yg menarik terimakasih untuk developer infinity atau Tencent,positive
"Tolong di perbaiki masalah tombol jongkok dan tombol ngepron, tombol jongkok di tekan sekali karakter jongkok tiba² berdiri sendiri dengan cepat, Ini bukan goucts touch, udah ku coba di pubg cina tidak ada masalah di tombal, Dan satu lagi ping 30 ms tapi terasa 300 ms, padahal sudah ku perbaiki di pengaturan pubg nya, di perbaikan Rutin itu...",positive
"Woy pubg.. Semakin lama semakin gede aja smpe 4 gb lebih gtu.. Ga nyadar apa udh bnyk player yg pensiun gara² pubg semakin gila.. Saking gedenya Main ngelag trs.. Wajar aja bnyk yg pindah haluan ke ff, setiap main sebelum naik pesawat ping normal 20 tp begitu dipesawat ping jd 660 jd setiap main sya selalu umpan balik mlh smbil di mode pesawat.. Tlg segera di perbaiki agar kmi bs bermain lbh nyaman tanpa ada gangguan n mslh",negative
Di update ke versi yg baru kok malah sering Nge frame. Terus error' mikrofon nya gak bisa nyala. Padahal sudah di buka mikrofon nya. Terus loading nya makin kelamaan kadang keluar sendiri,negative
"halo saya suka sekali bermain pubgm bisakah, aplikasinya tidak terlalu berat. sejak event baru ini saya sering sekali nglag😭.",positive
"Fitur Terima Undangan Team-Up offline dihilangkan atau kelupaan, itu adalah fitur terbaik buat team saya, sayang sekali di-update 3.5 malah dihilangkan kecewa saya",neutral
"setelah update terhakir hp saya jadi gak kuat biasa saya makai kentang oppo A5S tapi sekarang dah gak mampu buat main di pubg...kecewa saya, mending gak usah main pubg",negative
"Kenapa ni setiap kali bermain di event amn"" Aj, tapi ketika di Ras tiba"" Keluar sendiri dari game, bikin tidak enak main aj, padahal dlu"" Bgs selama update trs ni jdi tambah byk bug yg sangat merugikan player, mohon di tindak lanjutin cepat. Makasih",negative
"Main dari season 17 sampai sekarang tapi teman teman gua pada pensi,dari game nya si bagus cuma banyak bot nya kadang main teman baru main musuh ace concu",positive
"Update Mulu, baru di update, besok pas mau masuk update ladi, trus pemaksaan lagi ga bisa di tolak sudah 4 hari di suruh update trus setiap mau login..",negative
Terima kasih saran sebelum nya sudah terealisasi saran lagi mind Diperbaiki lagi saat ketemu player dengan HP speak tinggi terjadi delay. Pubg sukses terus,positive
parah banget Tencent akun gw gabisa reset padahal no hp gmail nya tau sandi juga tau krna otoritas harus login lewat no hp jdi ga bisa login lewat gmail pdhl itu nomor udh nonaktif jadi ga bisa nerima verifikasi dan udh diajukan banding tetap aja ga bisa pesan nya mohon maaf akun anda tidak dpt direset pdhl akun itu main dri season 2,neutral
Saran untuk developer Kalau sekiranya data/obb nya sudah ke download jangan di suruh download lagi 900 mb cukup pembaharuan event nya aja kalau gini kan sama aja ngulang dari awal+ ngatur sensitivitas lagi,negative
"game semakin update semakin aneh, pesawat tempur yg di pakai menembak musuh kenapa tembakan mengenai body pesawat kita sendiri, gak logis, kadang tombol untuk menembak tdk berfungsi",negative
Game nya bagus cuma trlalu berat untuk hp chipset nya rendah. Tolong ini game bagus kalau chipset nya rendah pasti banyak player player PUBG yang hp nya gak kuat itu seneng,positive
Saya udah lama main tapi semenjak Tencent diganti dengan krafton gak pernah dapat skin bagus lagi tapi gak papah makin lama event baru nya mantap ...,positive
"Terlalu berlebihan ketika update gamenya. Iya kalo banyak paketannya enak gak mikir duakali, kalo paket kritis masih kepikiran lebih baik di uninstall",negative
"Masih ada bug nya, suara tiba tiba ilang pas mau menang. Entah itu apa penyebabnya tiba tiba setelah turun dari motor suaranya langsung ilang",neutral
"Pubg game banyak bug nya,saya turun kan bitang nya,sering updated tapi bug nya gak hilang""",negative
Sebenernya gamenya bagus. Akan tetapi masih ada hal-hal yang harus diperbaiki. Karena saya masih sering mengalami bug. Sekian. Terimakasih🙏,positive
Di event atau di klasik tolong lah palyernya di sesuaikan menurut Kd /Rank. Kadang maen di ace masih banyak pemain baru / banyak bot. Jadi jenuh,positive
Knp ya padahal suhunya baik internal baik jaringan baik kok ngelag ngak lama sih lag nya bentar lagi ilang tpi bentar lagi balik lagi....tolong perbaiki pdhl dulu pas waktu even ocean place lancar lancar aja...sekarang kok gini!!,negative
"Woi, kenapa kalau jaringan hilang,tidak bisa menghubungkan ulang,gua Uda beberapa kali kek gini, misal wifi gua trouble terus ganti ke data seluler,nah pas ketik oke ,malah loby gak jelas ngntd",negative
"Makin lama makin gak jelas eventnya. Kalau gak sanggup buat event mending dihilangin aja, capek update gak guna.",negative
"Kenapa g bisa login lewat fb, guest, twiter,imai,l google play, rencana mau main pubg lgi malah g bisa login semua buat akun baru juga g bisa tolong di perbaiki segera mungkin",negative
"tolongl PUBG,sy mau main SOLO di map yg lain ko ga bisa ,bisanya cuma di eregel? sama livik ? Yg lain ga bisa eregel terus ya bosan terimakasih 🙏",positive
"Jelek sekali event ini karena banyak player yang membuang player lainnya keluar zona event, jadi bnyak berkurang point nya dan hal yang tidak menyenangkan",negative
Kenapa yang anggota pubg mobile saya tadi main kok keluar pas login lagi pubgnya minta donlod lagi padalan saya ngabdet dari play store kok bisa ya tolong dong di perbaikin gamenya biar saya bisa main lagi,negative
"Sudah bagus game PUBG ini tapi ada player musuh yang tiba-tiba muncul tanpa ada tanda-tanda atau suara langkahnya tolong diperbaiki,thanks for now i love this game💥😎🫰👍",positive
"Penilaian gw sebelumnya, gw refisi. Karena pubg yang sekarang jauh lebih keren dari sebelumnya. Walaupun terjadi beberapa bug. Tapi sejauh ini, okeylah",positive
Benahi dulu jaringan dan koneksi sering hilang hilang. Banyak player yg malas main pubg karena koneksi susah normal.😡,negative
stelah saya bermain seperti nya map nya terlalu besar dan musuh nya terlalu sedikit tolong map nya di perkecil atau musuh nya di perbanyak,positive
"Yang gak bagus cuma koneksinya, sudah berulang kali dirugikan oleh koneksi jaringan.🤬🤬🤬 Bikin malas dan emosi.",negative
game ini sudah memberikan banyak kenangan manis. apalagi ketika zaman colab dengan Alan walker. please PUBG balikin lagi dong lagu on my way,positive
Mohon maff saya beri bintang 3 saya minta tolong ke pada seluruh pubg mobile tolong di perbaikilah kaki karakter nya sering melayang terus kaki nya tolong pubg mobile di perbaiki🥲🙏,neutral
"Pembangunan rumah yang belum terpasang menghilang, belinya mahal pula. Nembakin musuh kena banyak, malah mati kena shotgun",negative
"Saya main sama teman saya di erangel (rank sama"" ace), saya mvp poin rank hanya nambah 27. Sedangkan teman saya poin rank nya nambah 60. Mohon di tindak lanjuti ya🙏",negative
"Buat pemilik game PUBGM kalo semisalkan gak bisa ngatasi masalah bug mending hapus aja apk gamenya, jangan cuma update aja yg di besarin tapi bug nya nggak di perhatiin",negative
"Hallo developer maaf saya kasih bintang 1 karena kadang-kadang akun keluar sendiri di log in ulang verifikasi selalu gagal,, padahal semua verifikasi selalu tepat posisinya dari yang puzzle sampai ke gambar gedung. Andaikan bisa saya memberikan bukti rekaman layarnya saya cantumkan di sini.",negative
"Tolong di perbaikin lagi gamenya, sinyal saya bagus tapi kenapa pas di in game ping nya naik terus,suka ngelag ngk jelas",negative
Aku saya di blokir lagi enak enaknya main kenapa? Saya tidak cit. Saya baru updet baru main 1 match kena blokir masalahnya dimana bos,negative
Bagus.tapi tolong tambahin senjata AK12 soalnya AK cuman 1 disini.perbandingan M416 dengan AK12.AK12 memiliki jarak efektif lebih jauh daripada m416.perbandingan rate of fire AK12 memiliki 700rpm sedangkan m416 memiliki 800rpm.untuk recoil AK12 unggul di vertical recoil.AK12 nya jangan prototype tampilannya.ambil tampilannya dari AK12 gen 1 atau AK12 gen 2,positive
Game nya bagus lebih bagus lagi kalo ada vitur bagi data game buat para pemain biar ada banyak orang yang bisa ikutan main tanpa mengurangi paket data,positive
Login ke akun aja banyak syarat coba udah sandinya benar udah jangan lagi untuk verifikasi segala udah betul verifikasi nya malah gagal masuk,negative
"Game ini sangat bagus, tolong jangan banyak peta2 konyol yang tidak masuk akal, buat peta yang biasa saja yang masuk akal seperti perang sesungguh nya",positive
minta nya mau pake jaringan apa nya kau pubg mobile woi level infinity...pake WIFI udah pake data internet sudah tapi susah kali mau upgrade.lama lama ku hapus pula game pubg mobile taik ini..bah,positive
"Ini size makin bengkak aja min Event banyak rate kecil dan semua trial, pesaing battleroyale terus bermunculan, pesan terakhir buat player nyaman dengan event hadiah permanen bukan trial ,rate di naikin utk box gacha , Andalan kalian hanya RP aja",neutral
Aku saranin gem ini bagus sekali ega ada obat sihh mantap ini gem ega ada bosen sampe hp ku batrai habis main sambil di cas tolong jangan di persulit player yang hp ram 6 ya bosku,positive
Terjadi masalah saat starting.. di tunggu berjam jam tapi tidak bisa login.. Terima kasih developer atas responnya..,positive
"Makin hari makin jelek gamenya,baru 2 dua hari lalau di perbaharui, minta di perbaharui lagi..pokoknya sudah tidak kaya dulu lagi gamenya.",negative
"Saya kasih bintang 3 dari season 3 sudah main pubg, sempat berhenti karena masalah device, sekarang udah pake ram tinggi juga di tier tinggi langsung lag frame parah, kadang baru turun gak berbentuk, belum APA2 sudah mati duluan ini buat malas main jadinya.. Belum lagi orang ngechit masih banyak, bahkan diperjual belikan itu chit.. parah jadinya bikin malas untuk main..",neutral
"PUBG bugnya mulai banyak banget, dimulai dari stuck di loading saat memasuki pertandingan, saya sudah mengecek jaringan dan mencoba hal serupa di game lain dan itu berjalan normal, tidak stuck di loading seperti di PUBG. Hal ini membuat saya sebagai pemain sangat resah dan bete.",negative
"Masalah login ga jelas. Mau login via FB malah di arahin ke browser, pas dimasukin kata sandi malah disuruh main FB lawak.",negative
"PUBG bego, jaringan bagus malah dalam game hancur ping naik turun . Gak ada perbaikan sama sekali.. hapus semua tuh event event bego",negative
"Sebenarnya anda bisa buat game ga sih, ini game sampah.banyak sekali bugnya sepertinya yang buat game ini amatir.",negative
"Yg penting gak ngelag, kalo pas rame perang kadang ngelag, padahal ping 20ms. Settingan smooth ultra pake hp POCO M5",positive
Kembalikan pubg kami seperti dulu awal mula seperti dulu.... Tiap pembaharuan malah makin bikin lemot meski device udah kelas high end...,negative
"Saran Fitur, Tolong Tambah Fitur Replay kill Setelah match selesai dong, banyak momen keren yg gak sempat direkam jadi tolong buatkan fiturnya biar kita tinggal Share momen epik tadi, game MOBA banyak loh yg pakai fitur ini masa PUBG gak ada?",positive
"saya sangat berharap sekali kepada developer pubg yang sekarang, semoga keluarin skin mobil koenigsegg one dan koenigsegg regera... soalnya kedua mobil itu sangat bagus desain nya",positive
Tolong dong perbaiki sistem nya hp kami suport 90fps tapi cuma mentok di 40 fps kalo mau gane nya rame tolong di perbaiki,negative
Permainan menarik tapi sering bug dan tolong tambah keamanan ban nya karena masih banyak pemain curang yg di lapor kan tidak ada respon dari pihak admin,positive
Sya kasih bintang dua lah.. Pabji sekarang makin banyak bug nya..trakhir mati bukan karna perang .tlong di perbaiki lagi lh min..,negative
Maaf kak saya mau tanya kenapa setiap saya rekam layar sambil voicenote gak ada suaranya ya yang ada suara tembakan nya aja tapi suara obrolanya gak ada tolong min,positive
PUBG MOBILE tidak bisa masuk tolong developer mohon bantuan 3 aplikasi saya hapus 4 kali saya istal masih saja inggak bisa tidak bisa masuk di jaringan data selule,positive
"Saya Udah Pree Order,,Di Update Malah Ga Bisa Login,,,Gmn Sih Solusinya Ini Game,, Jangan Mentingin Jual Skin,,Paling Utama Kenyamanan Player,,Biar Pada Betah Maen Game Ini,,,Biar Ga Banyak Player Pensi",negative
"Setelah update akun saya malah kena banned, Padahal ga ngelakuin pelanggaran, tidak memakai mod juga Heran sama krifton!! Saya download pake kuota malah kaya gini dari develofer nya!!!",negative
makin lama makin buruk. pembaruan terus tapi bug juga malah banyak. pembaruan di playstore di dalam game juga pembaruan lagi. trus buat apa pembaruan di playstore,negative
"Updete terus gedek,in lagi..hp ram 8/256 berasa gk ada hargadirinya lag parah. Emang gk cocok ni game buat android.",negative
Tolong bug nya di perbaiki jaringan udah bagus 30_40 ms Tapi masi mengalami leg dan ngeframe,positive
"lama gak main, giliran mau main lagi akun di hack sama orang rusia. udah minta udah kirim permintaan ""bantuan untuk balikin akun"", udah kirim semua bukti bukti kalau itu akun saya yg di hack. tapi di sia sia karena ganti di anggap bukan akun saya. gak jelas !! sia sia main dari season 2, udah top up banyak tapi hilang gitu aja🥱",negative
"tolonglah di perbaiki bug granat yang gak bisa di buang, sudah sangat sering saya mengalami masalah ini, dan saya sangat tergangu dengan bug ini",neutral
"Jaringan selalu tidak ada,padal pake buka yang lain lancar,bikin males main pubg,lebih nyaman pas di pegang tencent",negative
"sudah saatnya pindah ke game lain. thanks pubg karna orang iseng yg nyoba"" claim report akhirnya akunku hilang, dan ku coba buat report ulang malah ga di setujui padahal bukti"" banyak dan jelas",negative
saya tambah dua bintang semoga kedepan bisa benar benar lancar untuk di mainkan.. untuk masukan semoga bisa lebih tepat menyesuaikan lawan main.. agar pemain pemula tidak bosan bila main dengan yg sepadan,neutral
"Dear developer,,semenjak krafton megang kendali game ini tidak seru lagi karna banyak bot di map classic di tambah map event gk ada habis nya. Plus kembali kan atmosfer game ini seperti waktu TENCENT megang game ini.tiadakan map event",negative
"update terbaru bug terus!!! makin berat !! pelit pula,bagus tencent yang pegang kendali",negative
"Game nya bagus sayangnya fitur download ga berfungsi dengan baik, Slalu download otomatis sendiri, padahal udah di matiin, Habis selesai match download sendiri lagi di matiin lagi download sendiri lagi, percuma ad fitur tapi ga berguna, Dan untuk sinyal slalu sering ga stabil pdhl sinyal lancar2 aj",neutral
"aku player lama yang bermain pubg dari season 1 tapi sempat rehat 3 tahun dan main lagi sekarang, aku mau kasih masukan untuk developer nya, tolong tambahin fitur copy control yang bisa di paste di control 1,2 dan 3, saya player lama dan sempat ikut kompetitif dan setelah saya comeback main pubg lagi saya ingin memindahkan layout saya dari control 1 ke control 3 tapi tidak bisa secara langsung paste ke control 3 saya harus ubah manual, tolong tambahkan fitur copy & paste ke semua control yg ada",positive
Sadis kerennya .. Gak Ada Duanya!! Berat banget kalo kebanyakan Lawan Bersenjata menggunakan hal-dibalik layar .. Segitu .. Sebagaimana kesanggupan bermainnya dengan console yg praktis . Efisien . Mudah dipahami . Dijangkau oleh beberapa Jari . Termasuk Situasi Perangkat yang beberapa harus dijauhkan untuk sebuah Game Besar atau pun Game Kecil ataupun Setaranya dengan keterhatian tersebut sebuah nuansa yang ditampilkan pun terasa Menarik dan Menegangkan yang berasa dari pengguna berada Etc..,positive
"Setelah update aplikasi g bisa di buka,, cuma muncul tulisan starting & obb service is runing",negative
"Mohon diperbaiki disaat login, kenapa pake akun google yg sudah ditautkan tidak bisa, pengiriman verifikasi codenya lama dan ketika verifikasi codenya dimasukin tidak bisa, mohon diperbaiki permasalahan login, terlalu banyak captha, merepotkan, ini game bagus tp permasalahan loginnya mengecewakan",negative
Alasan saya kasih bintang 5 krna saya termasuk pecinta pubg mobile . Sisanya ada kecewa sedikit soal frame drop event atau bug yang banyak tipe nya . Semoga bisa di perbaiki lagi agar user pubg makin ramai dan nyaman,positive
"Setelah Update terbaru sangat Mengganggu Sekali, Terutama ketika Zona Akhir FPS Drop parah. Masih banyak Bug lainya seperti saat main Loading berhenti di 65% dan poin tetap dihitung to Soon, dan membuat Ranking turun",neutral
"Buat Yg ngelag / ng'frame"".. cek sinyal mu, berhenti paksa sosmed"" / WA pas mau main, kl masih patah"", ganti HP mu 😅..",positive
Game ini sangat bagus sya dari game ini rilis saya udh main game ini tapi kalo boleh kasih dong skin ak47 glacier biar makin banyak yang maij game ini terimakasjih sudah menemani masa pandemi,positive
"Sering terjadi lag, ngeframe jika ada musuh, bahkan sampai suara ceket seperti kaset rusak. Device realme narzo 50A. Segera perbaiki, kalau enggak balikin PUBG versi dulu seperti season awal 1 - 5 Jika tidak ada respon dan tidak menerima kritik dari pemain raya report game ini, terimakasih.",negative
"Game burik kuota banyak penyimpanan juga kosong, lagi main tau tau keluar . mana sisa tiga orang PERBAIKI NI GAME JANGAN DUIT AJA DI PENTINGIN IDIOT",negative
"Developer tolong dong di optimalkan gem nya soal nya setia saya turun di livik kan banyak musuh sering terjadi freme drop tlong yah di optimalkan gem nya agar lancar. Main tida ada leg freme gituh soal nya ga enak buat para player pubg mobile , dan 1 lagih tolong dong penyimpanan nya di kurangi kasian buat player lain yg mempunyai spesifikasi 3/4GB an tolong yah",neutral
seru mainnya tapi skrg agak aneh pas mulai pertempuran tiba2 dibilangin server eror pas login lagi eeh udah gak bisa masuk ke macthnya.. padahal jaringan ok.. tolong diperbaiki sistemnya,negative
"Kangen sama masa 2020 yang dimana bangun pagi ngumpul ama temen trus main pubg, jadi pengen balik ke masa itu. Masa masa yang indah karna selalu bisa ngumpul ama temen dan mabar bareng, sekarang mau main pubg udah ngga ada temen kenapa turun peminat nggak kaya dulu lagi sekarang math making aja agak lama gegara yang main berkurang",positive
"Game ini bagus ...tapi yang bikin gak suka , bentar bentar Upgrade perbarui terus ,kalau semua orang pake WiFi itu aman aman aja , tapi gak semua orang pake WiFi ada yang mengunakan data .. PUBG sekarang gak bisa bikin nyaman Player.",neutral
Update nya kok kek gtu arghh...gka kek ml klo update paling update tambhan 100-300mb Ini kok pubg malah update kayak baru dwnload PUBG ny hduhhh...tlong min di perbaiki,negative
"skin dikeluarin terus tapi keluhan player tidak kunjung diperbaiki, fitur full replay juga tidak ada, alasannya demi pengalaman bermain player HEY ini game sudah emang dasarnya besar jadi kalau buat alasan itu yang jelas, apanya yang moment sorotan, tidak bisa bedakan momen kah sampai nembak BOT yang dimunculkan tapi momen berhadapan dengan player asli tidak dimunculkan..tolol",negative
"Kesel bet gw sama event sekarang yang vampir&serigala kenapa pas musuh tinggal sedikit selalu saja nge frame parah sampai berapa kali saya mati gara gara frame drop parah jangankan nembak , gerak aja susah. Perbaiki dulu bug frame drop ini baru saya kasih full bintang",negative
"Sepertinya saya memberikan bintang 1 sangat layak untuk developer game ini. Dikarenakan saya mengalami pengalaman bermain yg tidak menyenangkan saya selalu mengalami game yg tiba-tiba ngefreeze dalam game. Pertama-tama saya mengira perangkat HP saya tidak mumpuni, ketika saya mencari informasi di Internet sebagian Player juga mengalami hal yang sama ""BUG"" ngefreeze in game. JADI SAYA MOHON UNTUK SEGERA DIPERBAIKI HAL SEPERTI INI AGAR PLAYER DAPAT MERASAKAN SENSASI BERMAINNYA!!!!",negative
"Mungkin karena event yg bikin pubg sekarang mulai ngga se asik dulu, pilihan map udh banyak masih aja ada event yg bikin pubg mobile ngga se natural diawal. Ayolah update besar sisain map erangel, aja atau tambah miramar, sanhok dan vikendi aja ngga usah ada map lain apalagi livik. Biar device yg low end dan punya storage minim masih bisa main dengan enak. Gw jamin player pensi pada balik lagi.",neutral
Hitbox nya ngebug pas nembak barengan sama musuh bukannya knock dua²nya malah kita sendiri yang knock pilih kasih amat punya hitbox terus event 3.4 delay pas berubah dari serigala ke normal 3 detik dan jadi kelelawar juga sama minimal benerin la,negative
"Udah dimasukin auto mode kok masih singgle Wi-Fi, internet kencang 50 mbps kok masih gam mau ganti, mati dah",negative
Bug ambil otomatis semua magazine melebihi kapasitas seharusnya maximal ambil magazine 180 ternyata bisa ambil sampai 240,positive
"Babikkk. Setiap selesai update pasti selalu download resource grafis lagi,, Tiap bulan pasti kek gituu,,. Yg bener aja, Rugi dong,.fakkkkk",negative
"Saya uninstall ini game,akun saya di hack,tapi mau pemulihan akun gak bisa,masa dari pihak developer tidak bisa mengetahui hp apa yg sering di gunakan di akun tersebut,percuma ajuain pertanyaan banyak² tapi sama aja tetap di tolak,udah ngeluarin banyak uang buat gacha semua nya,tapi developer nya gak baguss,dalam menindaklanjuti masalah,Bye",positive
"buat tim pubg mobile tolong ini bug atau gimana sih di lategame ngeframe banget ampe ngefreezee, padahal di event 40 orang lancar, kenpa pas lategame sisa 15-20 orang ngeframe banget, pengalaman bermain jadi tidak enak, dan lebih berenti main, bukan cuman saya yang ngalamin, banyak streamer/konten creator pubgm ngeluh soal ini, jadi semoga bisa secepatnya di fix yah PUBG MOBILE, semoga bisa di fix itu aja makasih",negative
"Game semakin lama semakin berat di karenakan event skin ga jelas,game perang kok costum nya aneh²,seperti tema kerajaan,buat aja sekalian ini jadi game mobile legend,lama² seperti apa ini game,tolong lah developer buat PUBG M seperti awal season dulu,tidak semua orang juga mampu beli skin yg kalian buat itu... Permainan nya juga, jangan player yg baru naik diamond di buat bertemu dgn player ace/crown,tidak menyenangkan bermain game 2 menit sudah balik loby...",negative
"Ini game sungguh bagus, nggak kaya game sebelah. Gw main game sebelah, ngak nyampe ½ tahun gw udah habis uang banyak nyampe 3 Jt an + mata gw katarak. Mana ini game bagus mengasah otak banget, kata guru gw. Yang musuh di sebelah mana, rotasi yang baik gimana, misi yang kemaren ""Penakluk Samudra"" gimana nyelesain nya. Pokoknya seru lah ini game. Thanks udah bikin ini. Saran, bikin Event yang agak agak ke Indonesiaan, biar tambah banyak yang main. Walaupun hp harus nyuport. Thanks PUBG",positive
"Ap la masak aku maen masuk mobil tapi.bukan yg muncul tanda untuk.gerakin mobil nya malah keluar tombol senjata,lah sekali mau keluar nga bisa,jadi turun tier ny bug ap cobak macam gitu,cobak la.di betul kan,jgn item ny aj di banyakin bug ny di betul kn juga, ku turun kn bintang ny klo bug ny udah hilang baru ku tambah jdi 5 lagi....",positive
Semakin parah banyak lag & frame yang mengecewakan... pemain tidak perlu banyak event yang gak berguna... fokus saja untuk memperbaiki masalah dalam game setelah itu baru pengembangan,negative
"Tolong di perbaiki bag saat turun dari pesawat dong. Krusornya ga bisa di kerakin, trus turunnya di tempat terbuka dan di tengah war lagi. Saya baru aja main trus langsung kesini karena kesal sama gamenya masih aja ngebag.",negative
"Tolong Sistemnya jangan gitulah.. Masa iya kita yg Gold lawannya sama Dominator.. Jelas matilah tanpa kill. Kita yg baru level 5 lawan sama yg sdh level 50. Apa tdk gila? Sdh begitu skin senjata beda pula.. Jd Malasss mainnya 😞 DAN TOLONG Perhatikan BUG yg sering trjadi, kadang suka error pass lg bnyk musuh, pdhl ni HP RAM 8, Jaringan internet lg stabil tp ttp sj eror 😡",negative
Kebanyakan update yg gk penting contohnya kaya map kebanyakan map yang jarang di mainin sehingga membuat game nya berat dulu emang karena hp nya sekarang udah ganti malah makin parahh padahal main ping nya selalu bagus bahkan stay di 20ms kadang 15 tetep aja sering patah patah/ tersendat,neutral
"Event gak jelas banyak buqnya hp suka frame padahal jaringan bagus,hp juga gak panas, walaupun pake kipas pendingin hp pun suka frame hadeh gini amat update nya, gak kayak event yang kemarin hp lancar² gak ada kendala apapun, cuma update kali ini yang bikin player² emosi suka frame dan pintu gak bisah ke tutup setelah d buka hadeh gak jelas, saya turunin bintang 5 ke bintang 1 ya, kalau buqq² itu hilang sya kembali kan ke bintang 5 kembali",negative
"Ini gamen nya apa perangkat saya, atau jaringanya yg kurang bagus dari hp yg ram3 Hinga tab 13 pro, yg kapasitas ram 16 GB dan penyimpanan 1024 GB, yg sakit di saat bertempur dalam permainan, ada masalahnya yg karakter nya nyangkut2 FPS nya tiba turus mentok 20, dan macet2 dan di saat turun dari pesawat masuk ke Iven nya semua tembus pandang, saya mohon di perbaiki masalah yg saya alami, agar bisa bermain dengan normal, terimakasih 🙏🙏🙏🙏",positive
"Game nya sangat lah seru, tp aku kecewa karna game nya macet' kdg tiba"" kembali sendiri pas seru"" nya, paket oky jaringan oky, truss di perbarui tetap aja kayak gitu, dan setiap ada musuh pasti macet"" dan panas, semoga kedepan nya lebih baik lagi,🙏🙏",positive
"Entah kenapa di event ini saat memasuki map event akan jadi burik, tapi setelah keluar dari map event buriknya hilang, tolong dong untuk Tencent bug ini diperbaiki dulu😒",negative
"Pelit AG, pelit BP, pelit skin, buka peti klasik sj sllu dpt yg gak permanen. Diminta pengalaman tempur di akhir game jg gak ngaruh. Bug jg gak abis"" hadeeuhhh...",negative
"Makin kesini makin berat pula gak seperti pas Tencent yg megang bisa di atasi soal masalah lag,bug dll dulu juga udh smooth grafiknya player hp kentang pun masih enjoy saat main giliran yg pegang krafton hadeh ancur²",negative
"Setelah update,dari pengalaman bermain saya jauh lebih baik dan stabil daripada sebelumnya untuk settingan grafik halus dengan frame rate menengah. Saya memakai hp ram 3/64 dan berjalan sesuai harapan. Terimakasih",positive
